Category,ViewPath,Substitutions,en-US*,en-US,"ref=""0""","ref=""1""","ref=""2""","ref=""3""","ref=""4""","ref=""5""","ref=""6""","ref=""7""","ref=""8""","ref=""9""","ref=""10""","ref=""11""","ref=""12""","ref=""13""","ref=""14""","ref=""15"""
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 2\Network title,,OUT1,OUT1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 1\Network title,,OUT1,OUT1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 11\Network title,,OUT10,OUT10,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 12\Network title,,OUT11,OUT11,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 13\Network title,,OUT12,OUT12,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 3\Network title,,OUT2,OUT2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 2\Network title,,OUT2,OUT2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 4\Network title,,OUT3,OUT3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 3\Network title,,OUT3,OUT3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 5\Network title,,OUT4,OUT4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 4\Network title,,OUT4,OUT4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 6\Network title,,OUT5,OUT5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 5\Network title,,OUT5,OUT5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 7\Network title,,OUT6,OUT6,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\11. LOGIC CAN [FB11]\Network 6\Network title,,OUT6,OUT6,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 8\Network title,,OUT7,OUT7,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 9\Network title,,OUT8,OUT8,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 10\Network title,,OUT9,OUT9,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BTX\Comment,,Output_Băng tải ngang,Output_Băng tải ngang,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA CL1\Comment,,Output_Băng tải xả cốt liệu 1,Output_Băng tải xả cốt liệu 1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA CL2\Comment,,Output_Băng tải xả cốt liệu 2,Output_Băng tải xả cốt liệu 2,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AG2\Comment,,Output_Băng tải xả cốt liệu 3,Output_Băng tải xả cốt liệu 3,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA CL3\Comment,,Output_Băng tải xả cốt liệu 4,Output_Băng tải xả cốt liệu 4,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA CL4\Comment,,Output_Băng tải xả cốt liệu 5,Output_Băng tải xả cốt liệu 5,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_GAU COT LIEU\Comment,,Output_Băng tải xiên,Output_Băng tải xiên,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_Rung CL1\Comment,,Output_Bổ ssung 1,Output_Bổ ssung 1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_Rung CL2\Comment,,Output_Bổ ssung 2,Output_Bổ ssung 2,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_Rung CL3\Comment,,Output_Bổ ssung 3,Output_Bổ ssung 3,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_NOTE 7\Comment,,Output_Bổ ssung 4,Output_Bổ ssung 4,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_QUAT GIO\Comment,,Output_Bổ ssung 5,Output_Bổ ssung 5,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_GAU FD\Comment,,Output_Bổ ssung 6,Output_Bổ ssung 6,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BOM DAU\Comment,,Output_Bổ ssung 7,Output_Bổ ssung 7,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_TANG SAY\Comment,,Output_Bơm dầu DO,Output_Bơm dầu DO,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA CL5\Comment,,Output_Bơm nạp hạt nhựa SBS,Output_Bơm nạp hạt nhựa SBS,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_NOI TRON\Comment,,Output_Bơm nhựa,Output_Bơm nhựa,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_MNK\Comment,,Output_Bơm nước lọc bụi,Output_Bơm nước lọc bụi,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA W_AG1\Comment,,Output_Gàu tải cốt liệu nóng,Output_Gàu tải cốt liệu nóng,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BOM NUOC\Comment,,Output_Gàu tải phụ F/D,Output_Gàu tải phụ F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_VIT TAI FD\Comment,,Output_Máy nén khí,Output_Máy nén khí,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AP1\Comment,,Output_Nồi trộn,Output_Nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_DONG CUA\Comment,,Output_Quạt gió lọc bụi,Output_Quạt gió lọc bụi,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA W_SB1\Comment,,Output_Sàn rung cốt liệu,Output_Sàn rung cốt liệu,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BTN\Comment,,Output_Tang sấy cốt liệu,Output_Tang sấy cốt liệu,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AG3\Comment,,Output_Van cân AG1,Output_Van cân AG1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AG4\Comment,,Output_Van cân AG2,Output_Van cân AG2,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AG5\Comment,,Output_Van cân AG3,Output_Van cân AG3,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_SAN RUNG\Comment,,Output_Van cân AG4,Output_Van cân AG4,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN FD1\Comment,,Output_Van cân AG5,Output_Van cân AG5,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN SB1\Comment,,Output_Van cân F/D,Output_Van cân F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA W_AP1\Comment,,Output_Van cân hạt nhựa SBS,Output_Van cân hạt nhựa SBS,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_CAN AG1\Comment,,Output_Van đóng cửa nồi trộn,Output_Van đóng cửa nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BOM SBS\Comment,,Output_Van mở cửa nồi trộn,Output_Van mở cửa nồi trộn,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_XA W_FD1\Comment,,Output_Van xả cân AG1,Output_Van xả cân AG1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_DAU DOT\Comment,,Output_Van xả cân AP1,Output_Van xả cân AP1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_BOM TUOI NHUA\Comment,,Output_Van xả cân FD1,Output_Van xả cân FD1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_VAN XA SBS\Comment,,Output_Van xả cân SB1,Output_Van xả cân SB1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\Q_MO CUA\Comment,,Output_Vít tải F/D,Output_Vít tải F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\%_WAG1,,Phần trăm khối lượng cốt liệu 1,Phần trăm khối lượng cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\%_WFD1,,Phần trăm khối lượng phễu cân FD 1,Phần trăm khối lượng phễu cân FD 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\%_WAP1,,Phần trăm khối lượng phễu cân Nhựa 1,Phần trăm khối lượng phễu cân Nhựa 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\%_WSB1,,Phần trăm khối lượng phễu cân SBS 1,Phần trăm khối lượng phễu cân SBS 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_KL.BRO,,Phễu cân Cốt liệu 1_Khối lượng báo rỗng,Phễu cân Cốt liệu 1_Khối lượng báo rỗng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_KL.RUG,,Phễu cân Cốt liệu 1_Khối lượng rung cân,Phễu cân Cốt liệu 1_Khối lượng rung cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_TG.ON_RUNG,,Phễu cân Cốt liệu 1_Thời gian bật rung,Phễu cân Cốt liệu 1_Thời gian bật rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_TG.OF_RUNG,,Phễu cân Cốt liệu 1_Thời gian tắt rung,Phễu cân Cốt liệu 1_Thời gian tắt rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_TG.DLC,,Phễu cân Cốt liệu 1_Thời gian trễ cân,Phễu cân Cốt liệu 1_Thời gian trễ cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_TG.DLD,,Phễu cân Cốt liệu 1_Thời gian trễ đóng cân,Phễu cân Cốt liệu 1_Thời gian trễ đóng cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AG1_TG.DLX,,Phễu cân Cốt liệu 1_Thời gian trễ xả,Phễu cân Cốt liệu 1_Thời gian trễ xả,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_KL.BRO,,Phễu cân FD 1_Khối lượng báo rỗng,Phễu cân FD 1_Khối lượng báo rỗng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_TG.ON_RUNG,,Phễu cân FD 1_Thời gian bật rung,Phễu cân FD 1_Thời gian bật rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_TG.OF_RUNG,,Phễu cân FD 1_Thời gian tắt rung,Phễu cân FD 1_Thời gian tắt rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_TG.DLC,,Phễu cân FD 1_Thời gian trễ cân,Phễu cân FD 1_Thời gian trễ cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_TG.DLD,,Phễu cân FD 1_Thời gian trễ đóng cân,Phễu cân FD 1_Thời gian trễ đóng cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_TG.DLX,,Phễu cân FD 1_Thời gian trễ xả,Phễu cân FD 1_Thời gian trễ xả,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_FD1_KL.RUG,,Phễu cân FD1_Khối lượng rung cân,Phễu cân FD1_Khối lượng rung cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AP1_KL.BRO,,Phễu cân Nhựa 1_Khối lượng báo rỗng,Phễu cân Nhựa 1_Khối lượng báo rỗng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AP1_TG.DLC,,Phễu cân Nhựa 1_Thời gian trễ cân,Phễu cân Nhựa 1_Thời gian trễ cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AP1_TG.DLD,,Phễu cân Nhựa 1_Thời gian trễ đóng cân,Phễu cân Nhựa 1_Thời gian trễ đóng cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_AP1_TG.DLX,,Phễu cân Nhựa 1_Thời gian trễ xả,Phễu cân Nhựa 1_Thời gian trễ xả,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_KL.BRO,,Phễu cân SBS 1_Khối lượng báo rỗng,Phễu cân SBS 1_Khối lượng báo rỗng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_KL.RUG,,Phễu cân SBS 1_Khối lượng rung cân,Phễu cân SBS 1_Khối lượng rung cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_TG.ON_RUNG,,Phễu cân SBS 1_Thời gian bật rung,Phễu cân SBS 1_Thời gian bật rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_TG.OF_RUNG,,Phễu cân SBS 1_Thời gian tắt rung,Phễu cân SBS 1_Thời gian tắt rung,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_TG.DLC,,Phễu cân SBS 1_Thời gian trễ cân,Phễu cân SBS 1_Thời gian trễ cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_TG.DLD,,Phễu cân SBS 1_Thời gian trễ đóng cân,Phễu cân SBS 1_Thời gian trễ đóng cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\W_SB1_TG.DLX,,Phễu cân SBS 1_Thời gian trễ xả,Phễu cân SBS 1_Thời gian trễ xả,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 3\Network comment,,"Q_OUT1 chỉ dùng cho MAIN1, Q_OUT2 dùng cho MAN2
Q_OUT1 sẽ ngắt khi bật cửa Thô Tinh #CUA_T/T và chuyển sang Q_OUT2","Q_OUT1 chỉ dùng cho MAIN1, Q_OUT2 dùng cho MAN2
Q_OUT1 sẽ ngắt khi bật cửa Thô Tinh #CUA_T/T và chuyển sang Q_OUT2",,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\Network 3\Network title,,QUA TRINH CAN,QUA TRINH CAN,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 14\Network title,,QUA TRÌNH NẠP LIỆU NỒI TRỘN,QUA TRÌNH NẠP LIỆU NỒI TRỘN,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\QUAT GIO\Comment,,Quạt gió lọc bụi,Quạt gió lọc bụi,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\QUAT GIO,,Quạt gió lọc bụi,Quạt gió lọc bụi,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\4.SIMULATION_DATA [FB4]\Network 1\Network title,,RESET,RESET,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 15\Network title,,RESET NAP LIEU VA THOI GIAN TRE NAP SAU PTG,RESET NAP LIEU VA THOI GIAN TRE NAP SAU PTG,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 6\Network title,,RUN MODE,RUN MODE,,,,,,,,,,,,,,,,
